"fcf7334d-8816-4d84-8a0f-3c91342a8289","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P003858",,"/protocol-api/upload","",4
"9de7dc73-3d69-428a-ae07-23130ade203c","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P003979",,"/protocol-api/upload","",4
"ff4bf688-50a8-4760-aba6-1b55e4cfa627","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P170744",,"/protocol-api/upload","",1
"bab8ce47-44e5-4897-bd94-6bce7ef8c834","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P117223",,"/protocol-api/upload","",7
"5bbcc76f-640d-497e-b4db-5fe70069ac68","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P016933",,"/protocol-api/upload","",3
"8f5eeff7-1f07-4ddc-8849-97168ac973dd","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P012213",,"/protocol-api/upload","",4
"f4d3cf5b-c0e7-4e89-aebc-acace95244a1","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P016379",,"/protocol-api/upload","",4
"78138439-a1c5-4f99-9aa2-f2cfbce4c06f","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P003970",,"/protocol-api/upload","",4
"897c2b19-557a-4a61-8689-6cc62300b301","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P004266",,"/protocol-api/upload","",4
"858667a4-c0c1-44f8-bca7-20d2845c0f9e","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P004022",,"/protocol-api/upload","",4
"81a9dfdd-d3a1-4cab-9f84-64a8e38b0bdf","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P008181",,"/protocol-api/upload","",1
"1fc5d5fa-c885-40a0-a463-3290eb6528d3","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P004264",,"/protocol-api/upload","",4
"74960303-ef22-401c-86e2-fa1e61373798","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P004262",,"/protocol-api/upload","",4
"e88139a5-7836-48ee-bc82-73cfcd81291b","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P004261",,"/protocol-api/upload","",4
"a38f02d4-b4e3-4ae9-b9ee-103cfed3903a","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P047793",,"/protocol-api/upload","",1
"88d34f4a-89f9-4c7f-bbfe-22ec28c8426a","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P003866",,"/protocol-api/upload","",4
"7888f499-4805-417c-ab47-08f4bb385cca","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P019993",,"/protocol-api/upload","",4
"804cce98-fe68-49c6-9086-5b88909be182","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P003864",,"/protocol-api/upload","",4
"34658cc5-3e59-462a-83e6-cc013e81d73a","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P003863",,"/protocol-api/upload","",4
"37fa6d19-e75d-44e1-aaf8-00dd65bf8d93","3b54d3b1-dc48-4746-a931-619ea2be5d00","Path","P33947",,"/protocol-api/upload","",2
